SRX ID	SRA ID	GEO ID	Genome	Track type class	Track type	Cell type class	Cell type	Title	Attributes
SRX5485277	SRA856495	GSM3656507	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	Episc-rp2; Mus musculus; ATAC-seq	source_name: Epiblast stem cellscell type: Epiblast stem cells
SRX8818182	SRA1103207	GSM4694527	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATAC EpiSC rep1; Mus musculus; ATAC-seq	source_name: epiblast stem cellscell line: EpiSCstrain: E14Tg2agenotype: wild type
SRX8818183	SRA1103207	GSM4694528	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATAC EpiSC rep2; Mus musculus; ATAC-seq	source_name: epiblast stem cellscell line: EpiSCstrain: E14Tg2agenotype: wild type
SRX8844228	SRA1105329	GSM4700191	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	WT OPC ATAC A; Mus musculus; ATAC-seq	source_name: Oligodendrocyte progenitor cells (OPCs)cell type: epiblast stem cell derived oligodendrocyte progenitor cells (OPCs)antibody: Omni ATAC-seqnumber of cells per chip: 50,000 OPCs
SRX8844229	SRA1105329	GSM4700192	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	WT OPC ATAC B; Mus musculus; ATAC-seq	source_name: Oligodendrocyte progenitor cells (OPCs)cell type: epiblast stem cell derived oligodendrocyte progenitor cells (OPCs)antibody: Omni ATAC-seqnumber of cells per chip: 50,000 OPCs
SRX9040473	SRA1119174	GSM4758331	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATAC-seq of NMP differentiation - D2 WT rep1; Mus musculus; ATAC-seq	source_name: ES-derived epiblast stem cellstrain: C57BL/6cell line: ES-Bruce4treatment: untreateddifferentiation day: D2
SRX9040478	SRA1119174	GSM4758336	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	ATAC-seq of NMP differentiation - D2 WT rep2; Mus musculus; ATAC-seq	source_name: ES-derived epiblast stem cellstrain: C57BL/6cell line: ES-Bruce4treatment: untreateddifferentiation day: D2
SRX9467486	SRA1156836	GSM4890904	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	Mixl1 KO rep 1 ATAC-seq; Mus musculus; ATAC-seq	source_name: Mouse epiblast stem cellscell type: serum differentiated mouse epiblast stem cells
SRX9467487	SRA1156836	GSM4890905	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	Mixl1 KO rep 2 ATAC-seq; Mus musculus; ATAC-seq	source_name: Mouse epiblast stem cellscell type: serum differentiated mouse epiblast stem cells
SRX9467488	SRA1156836	GSM4890906	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	Mixl1 KO rep 3 ATAC-seq; Mus musculus; ATAC-seq	source_name: Mouse epiblast stem cellscell type: serum differentiated mouse epiblast stem cells
SRX9467489	SRA1156836	GSM4890907	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	Mixl1 induced D1Dox rep 1 ATAC-seq; Mus musculus; ATAC-seq	source_name: Mouse epiblast stem cellscell type: serum differentiated mouse epiblast stem cells
SRX9467490	SRA1156836	GSM4890908	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	Mixl1 induced D1Dox rep 2 ATAC-seq; Mus musculus; ATAC-seq	source_name: Mouse epiblast stem cellscell type: serum differentiated mouse epiblast stem cells
SRX9467491	SRA1156836	GSM4890909	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSC	Mixl1 induced D1Dox rep 3 ATAC-seq; Mus musculus; ATAC-seq	source_name: Mouse epiblast stem cellscell type: serum differentiated mouse epiblast stem cells
SRX11859294	SRA1281870	GSM5531334	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSCs derived oligodendrocytes	129O1 OPCs; Mus musculus; ATAC-seq	source_name: oligodendrocyte progenitor cells (OPCs)cell line: 129O1cell type: epiblast stem cell derived OPCs
SRX11859295	SRA1281870	GSM5531335	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiSCs derived oligodendrocytes	129O1 OL; Mus musculus; ATAC-seq	source_name: oligodendrocytes (OLs)cell line: 129O1cell type: epiblast stem cell derived OLs
ERX2800411	ERA1597942	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	Illumina HiSeq 4000 paired end sequencing; Open chromatin profiling on ESC transition to day1- and day2-epiblast-like stem cells	ENA-CHECKLIST: ERC000011ENA-FIRST-PUBLIC: 2019-01-31T17:02:06ZENA-LAST-UPDATE: 2018-09-13T16:22:22ZExternal Id: SAMEA4896258INSDC center name: The University of ManchesterINSDC first public: 2019-01-31T17:02:06ZINSDC last update: 2018-09-13T16:22:22ZINSDC status: publicSubmitter Id: E-MTAB-7207:Sample 1broker name: ArrayExpresscell line: ES-E14Tg2acell type: embryonic stem cellcommon name: house mousedisease: normalgenotype: Rex1GFPd2organism part: inner cell masssample name: E-MTAB-7207:Sample 1scientific_name: Mus musculus
ERX2800412	ERA1597942	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	Illumina HiSeq 4000 paired end sequencing; Open chromatin profiling on ESC transition to day1- and day2-epiblast-like stem cells	ENA-CHECKLIST: ERC000011ENA-FIRST-PUBLIC: 2019-01-31T17:02:06ZENA-LAST-UPDATE: 2018-09-13T16:22:22ZExternal Id: SAMEA4896259INSDC center name: The University of ManchesterINSDC first public: 2019-01-31T17:02:06ZINSDC last update: 2018-09-13T16:22:22ZINSDC status: publicSubmitter Id: E-MTAB-7207:Sample 2broker name: ArrayExpresscell line: ES-E14Tg2acell type: embryonic stem cellcommon name: house mousedisease: normalgenotype: Rex1GFPd2organism part: inner cell masssample name: E-MTAB-7207:Sample 2scientific_name: Mus musculus
SRX12123110	SRA1290968	GSM5571572	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	EpiLC ATAC 1; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: Blimp1-mVenus reporter; Stella-ECFP reporter (BVSC)strain: DBA/2 x C57BL/6
SRX12123111	SRA1290968	GSM5571573	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	EpiLC ATAC 2; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: Blimp1-mVenus reporter; Stella-ECFP reporter (BVSC)strain: DBA/2 x C57BL/6
SRX15303866	SRA1422035	GSM6161447	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	Sox2FKBP D0 EpiLC DMSO ATAC rep1; Mus musculus; ATAC-seq	source_name: mESC-derived D0 EpiLCgenotype: Sox2FKBPstrain: R1 129/Svchip-antibody: nonegeo_loc_name: missingcollection_date: missing
SRX15303867	SRA1422035	GSM6161448	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	Sox2FKBP 12h EpiLC DMSO ATAC rep1; Mus musculus; ATAC-seq	source_name: mESC-derived 12h EpiLCgenotype: Sox2FKBPstrain: R1 129/Svchip-antibody: nonegeo_loc_name: missingcollection_date: missing
SRX15303868	SRA1422035	GSM6161449	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	Sox2FKBP 12h EpiLC dTAG ATAC rep1; Mus musculus; ATAC-seq	source_name: mESC-derived 12h EpiLCgenotype: Sox2FKBPstrain: R1 129/Svchip-antibody: nonegeo_loc_name: missingcollection_date: missing
SRX15303869	SRA1422035	GSM6161450	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	Sox2FKBP D1 EpiLC DMSO ATAC rep1; Mus musculus; ATAC-seq	source_name: mESC-derived D1 EpiLCgenotype: Sox2FKBPstrain: R1 129/Svchip-antibody: nonegeo_loc_name: missingcollection_date: missing
SRX15303870	SRA1422035	GSM6161451	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	Sox2FKBP D1 EpiLC dTAG ATAC rep1; Mus musculus; ATAC-seq	source_name: mESC-derived D1 EpiLCgenotype: Sox2FKBPstrain: R1 129/Svchip-antibody: nonegeo_loc_name: missingcollection_date: missing
SRX15303871	SRA1422035	GSM6161452	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	Sox2FKBP D2 EpiLC DMSO ATAC rep1; Mus musculus; ATAC-seq	source_name: mESC-derived D2 EpiLCgenotype: Sox2FKBPstrain: R1 129/Svchip-antibody: nonegeo_loc_name: missingcollection_date: missing
SRX15303872	SRA1422035	GSM6161453	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	Sox2FKBP D2 EpiLC dTAG ATAC rep1; Mus musculus; ATAC-seq	source_name: mESC-derived D2 EpiLCgenotype: Sox2FKBPstrain: R1 129/Svchip-antibody: nonegeo_loc_name: missingcollection_date: missing
SRX15303873	SRA1422035	GSM6161454	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	Sox2FKBP D3 EpiLC DMSO ATAC rep1; Mus musculus; ATAC-seq	source_name: mESC-derived D3 EpiLCgenotype: Sox2FKBPstrain: R1 129/Svchip-antibody: nonegeo_loc_name: missingcollection_date: missing
SRX15303874	SRA1422035	GSM6161455	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	Sox2FKBP D3 EpiLC dTAG ATAC rep1; Mus musculus; ATAC-seq	source_name: mESC-derived D3 EpiLCgenotype: Sox2FKBPstrain: R1 129/Svchip-antibody: nonegeo_loc_name: missingcollection_date: missing
SRX19050840	SRA1575420	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	EpiLCSC 1	strain: sEpiLC_1isolate: not applicablebreed: not applicablecultivar: not applicableecotype: not applicableage: not applicabledev_stage: Embryonicsex: maletissue: blastocystcell_line: sEpiLCcell_type: Pluripotent stem cell
SRX19050841	SRA1575420	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	EpiLCSC 2	strain: sEpiLC_2isolate: not applicablebreed: not applicablecultivar: not applicableecotype: not applicableage: not applicabledev_stage: Embryonicsex: maletissue: blastocystcell_line: sEpiLCcell_type: Pluripotent stem cell
SRX19050842	SRA1575420	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	d2 EpiLC 1	strain: d2 EpiLC_1isolate: not applicablebreed: not applicablecultivar: not applicableecotype: not applicableage: not applicabledev_stage: Embryonicsex: maletissue: blastocystcell_line: d2 EpiLCcell_type: Pluripotent stem cell
SRX19050843	SRA1575420	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	d2 EpiLC 2	strain: d2 EpiLC_2isolate: not applicablebreed: not applicablecultivar: not applicableecotype: not applicableage: not applicabledev_stage: Embryonicsex: maletissue: blastocystcell_line: d2 EpiLCcell_type: Pluripotent stem cell
SRX19050844	SRA1575420	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	EpiLC+CHIR 1	strain: EpiLC+CHIR_1isolate: not applicablebreed: not applicablecultivar: not applicableecotype: not applicableage: not applicabledev_stage: Embryonicsex: maletissue: blastocystcell_line: EpiLC+CHIRcell_type: Pluripotent stem cell
SRX19050845	SRA1575420	-	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	EpiLC+CHIR 2	strain: EpiLC+CHIR_2isolate: not applicablebreed: not applicablecultivar: not applicableecotype: not applicableage: not applicabledev_stage: Embryonicsex: maletissue: blastocystcell_line: EpiLC+CHIRcell_type: Pluripotent stem cell
SRX19147140	SRA1579107	GSM6964558	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC TET WT EpiLC D1 rep1; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: TET_WTtime: D1
SRX19147141	SRA1579107	GSM6964559	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC TET WT EpiLC D1 rep2; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: TET_WTtime: D1
SRX19147142	SRA1579107	GSM6964560	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC TET WT EpiLC D1 rep3; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: TET_WTtime: D1
SRX19147143	SRA1579107	GSM6964561	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC TET WT EpiLC D2 rep1; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: TET_WTtime: D2
SRX19147144	SRA1579107	GSM6964562	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC TET WT EpiLC D2 rep2; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: TET_WTtime: D2
SRX19147145	SRA1579107	GSM6964563	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC TET WT EpiLC D2 rep3; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: TET_WTtime: D2
SRX19147149	SRA1579107	GSM6964567	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC DNMT WT EpiLC D1 rep1; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: DNMT_WTtime: D1
SRX19147150	SRA1579107	GSM6964568	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC DNMT WT EpiLC D1 rep2; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: DNMT_WTtime: D1
SRX19147151	SRA1579107	GSM6964569	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC DNMT WT EpiLC D1 rep3; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: DNMT_WTtime: D1
SRX19147152	SRA1579107	GSM6964570	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC DNMT WT EpiLC D2 rep1; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: DNMT_WTtime: D2
SRX19147153	SRA1579107	GSM6964571	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC DNMT WT EpiLC D2 rep2; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: DNMT_WTtime: D2
SRX19147154	SRA1579107	GSM6964572	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC DNMT WT EpiLC D2 rep3; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: DNMT_WTtime: D2
SRX19147158	SRA1579107	GSM6964576	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC TET KO EpiLC D1 rep1; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: TET1/2/3_KOtime: D1
SRX19147159	SRA1579107	GSM6964577	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC TET KO EpiLC D1 rep2; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: TET1/2/3_KOtime: D1
SRX19147160	SRA1579107	GSM6964578	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC TET KO EpiLC D1 rep3; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: TET1/2/3_KOtime: D1
SRX19147161	SRA1579107	GSM6964579	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC TET KO EpiLC D2 rep1; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: TET1/2/3_KOtime: D2
SRX19147162	SRA1579107	GSM6964580	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC TET KO EpiLC D2 rep3; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: TET1/2/3_KOtime: D2
SRX19147165	SRA1579107	GSM6964584	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC DNMT KO EpiLC D1 rep1; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: DNMT1/3a/3b_KOtime: D1
SRX19147167	SRA1579107	GSM6964585	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC DNMT KO EpiLC D1 rep2; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: DNMT1/3a/3b_KOtime: D1
SRX19147168	SRA1579107	GSM6964586	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC DNMT KO EpiLC D1 rep3; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: DNMT1/3a/3b_KOtime: D1
SRX19147169	SRA1579107	GSM6964587	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC DNMT KO EpiLC D2 rep1; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: DNMT1/3a/3b_KOtime: D2
SRX19147170	SRA1579107	GSM6964588	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC DNMT KO EpiLC D2 rep2; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: DNMT1/3a/3b_KOtime: D2
SRX19147171	SRA1579107	GSM6964589	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATAC DNMT KO EpiLC D2 rep3; Mus musculus; ATAC-seq	source_name: EpiLCcell type: EpiLCgenotype: DNMT1/3a/3b_KOtime: D2
SRX23739532	SRA1811063	GSM8111848	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	EpiLC 0h clone4 ATAC-seq; Mus musculus; ATAC-seq	source_name: CRAFR26cell line: CRAFR26cell type: EpiLCclone: clone 4time: 0htreatment: PD17 2hgeo_loc_name: missingcollection_date: missing
SRX23739533	SRA1811063	GSM8111849	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	EpiLC 0h clone8 ATAC-seq; Mus musculus; ATAC-seq	source_name: CRAFR26cell line: CRAFR26cell type: EpiLCclone: clone 8time: 0htreatment: PD17 2hgeo_loc_name: missingcollection_date: missing
SRX23739534	SRA1811063	GSM8111850	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	EpiLC 4h clone4 ATAC-seq; Mus musculus; ATAC-seq	source_name: CRAFR26cell line: CRAFR26cell type: EpiLCclone: clone 4time: 4htreatment: PD17 2h, 4OHT 4hgeo_loc_name: missingcollection_date: missing
SRX23739535	SRA1811063	GSM8111851	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	EpiLC 4h clone8 ATAC-seq; Mus musculus; ATAC-seq	source_name: CRAFR26cell line: CRAFR26cell type: EpiLCclone: clone 8time: 4htreatment: PD17 2h, 4OHT 4hgeo_loc_name: missingcollection_date: missing
SRX6945006	SRA888953	GSM4106402	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	WT.GFP LOW.cell 1.1; Mus musculus; ATAC-seq	source_name: Rd2EpiLCculture condition: EpiLCs were induced from ES cells in AF supplemented with KSR for 2 days. GFP-low fraction were sorted.cell types: EpiLCpassage: n/a
SRX6945007	SRA888953	GSM4106403	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	WT.GFP LOW.cell 1.2; Mus musculus; ATAC-seq	source_name: Rd2EpiLCculture condition: EpiLCs were induced from ES cells in AF supplemented with KSR for 2 days. GFP-low fraction were sorted.cell types: EpiLCpassage: n/a
SRX6945008	SRA888953	GSM4106404	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	WT.GFP LOW.cell 2.1; Mus musculus; ATAC-seq	source_name: Rd2EpiLCculture condition: EpiLCs were induced from ES cells in AF supplemented with KSR for 2 days. GFP-low fraction were sorted.cell types: EpiLCpassage: n/a
SRX6945009	SRA888953	GSM4106405	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	WT.GFP LOW.cell 2.2; Mus musculus; ATAC-seq	source_name: Rd2EpiLCculture condition: EpiLCs were induced from ES cells in AF supplemented with KSR for 2 days. GFP-low fraction were sorted.cell types: EpiLCpassage: n/a
SRX7687339	SRA1039049	GSM4299753	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATACseq wildtype EpiLC GTB6 rep1; Mus musculus; ATAC-seq	source_name: Tet1 gene-trap (GT) EpiLCcell type: EpiLCgenotype: wild_typestrain: C57BL/6
SRX7687340	SRA1039049	GSM4299754	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATACseq wildtype EpiLC GTB6 rep2; Mus musculus; ATAC-seq	source_name: Tet1 gene-trap (GT) EpiLCcell type: EpiLCgenotype: wild_typestrain: C57BL/6
SRX7687341	SRA1039049	GSM4299755	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATACseq Tet1KO EpiLC GTB6 rep1; Mus musculus; ATAC-seq	source_name: Tet1 gene-trap (GT) EpiLCcell type: EpiLCgenotype: Tet1_KOstrain: C57BL/6
SRX7687342	SRA1039049	GSM4299756	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATACseq Tet1KO EpiLC GTB6 rep2; Mus musculus; ATAC-seq	source_name: Tet1 gene-trap (GT) EpiLCcell type: EpiLCgenotype: Tet1_KOstrain: C57BL/6
SRX7687347	SRA1039049	GSM4299761	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATACseq Rwt EpiLC GTB6 rep1; Mus musculus; ATAC-seq	source_name: Tet1 gene-trap (GT) EpiLC rescued with wildtype Tet1(Rwt)cell type: EpiLCgenotype: Rescued_with_wildtypestrain: C57BL/6
SRX7687348	SRA1039049	GSM4299762	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATACseq Rwt EpiLC GTB6 rep2; Mus musculus; ATAC-seq	source_name: Tet1 gene-trap (GT) EpiLC rescued with wildtype Tet1(Rwt)cell type: EpiLCgenotype: Rescued_with_wildtypestrain: C57BL/6
SRX7687349	SRA1039049	GSM4299763	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATACseq Rmt EpiLC GTB6 rep1; Mus musculus; ATAC-seq	source_name: Tet1 gene-trap (GT) EpiLC rescued with catalytic mutant Tet1(Rmt)cell type: EpiLCgenotype: Rescued_with_catalytic_mutantstrain: C57BL/6
SRX7687350	SRA1039049	GSM4299764	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	ATACseq Rmt EpiLC GTB6 rep2; Mus musculus; ATAC-seq	source_name: Tet1 gene-trap (GT) EpiLC rescued with catalytic mutant Tet1(Rmt)cell type: EpiLCgenotype: Rescued_with_catalytic_mutantstrain: C57BL/6
SRX9172062	SRA1129774	GSM4798165	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	1/6 WT GFP HIGH 3; Mus musculus; ATAC-seq	source_name: mEpiLCcell type: mEpiLCgenotype: WTfraction: high
SRX9172063	SRA1129774	GSM4798166	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	1/6 WT GFP HIGH 1; Mus musculus; ATAC-seq	source_name: mEpiLCcell type: mEpiLCgenotype: WTfraction: high
SRX9172064	SRA1129774	GSM4798167	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	18/5 WT GFP HIGH 1; Mus musculus; ATAC-seq	source_name: mEpiLCcell type: mEpiLCgenotype: WTfraction: high
SRX9172065	SRA1129774	GSM4798168	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	18/5 WT GFP HIGH 3; Mus musculus; ATAC-seq	source_name: mEpiLCcell type: mEpiLCgenotype: WTfraction: high
SRX9172068	SRA1129774	GSM4798171	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	18/5 DKO GFP LOW 1; Mus musculus; ATAC-seq	source_name: mEpiLCcell type: mEpiLCgenotype: Dnmt3a3b double KOfraction: low
SRX9172069	SRA1129774	GSM4798172	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	18/5 DKO GFP LOW 2; Mus musculus; ATAC-seq	source_name: mEpiLCcell type: mEpiLCgenotype: Dnmt3a3b double KOfraction: low
SRX9172070	SRA1129774	GSM4798173	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	1/6 DKO GFP LOW 3; Mus musculus; ATAC-seq	source_name: mEpiLCcell type: mEpiLCgenotype: Dnmt3a3b double KOfraction: low
SRX9172071	SRA1129774	GSM4798174	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	1/6 DKO GFP LOW 2; Mus musculus; ATAC-seq	source_name: mEpiLCcell type: mEpiLCgenotype: Dnmt3a3b double KOfraction: low
SRX9172072	SRA1129774	GSM4798175	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	1/6 DKO GFP HIGH 2; Mus musculus; ATAC-seq	source_name: mEpiLCcell type: mEpiLCgenotype: Dnmt3a3b double KOfraction: high
SRX9172073	SRA1129774	GSM4798176	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	1/6 DKO GFP HIGH 1; Mus musculus; ATAC-seq	source_name: mEpiLCcell type: mEpiLCgenotype: Dnmt3a3b double KOfraction: high
SRX9172074	SRA1129774	GSM4798177	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	18/5 DKO GFP HIGH 1; Mus musculus; ATAC-seq	source_name: mEpiLCcell type: mEpiLCgenotype: Dnmt3a3b double KOfraction: high
SRX9172075	SRA1129774	GSM4798178	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	EpiLC	18/5 DKO GFP HIGH 2; Mus musculus; ATAC-seq	source_name: mEpiLCcell type: mEpiLCgenotype: Dnmt3a3b double KOfraction: high
SRX17749117	SRA1509667	GSM6606103	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	E14 WT cells, D0, biological replicate 1 (ATAC EpiLC); Mus musculus; ATAC-seq	source_name: ES-E14TG2acell line: ES-E14TG2acell type: Embryonic stem cells (murine)tn5 transposase: TDE1 Tn5 transposase (Nextera)genotype: WTtime: D0geo_loc_name: missingcollection_date: missing
SRX17749118	SRA1509667	GSM6606104	mm9, mm10	ATAC-Seq	ATAC-Seq	Pluripotent stem cell	ES cells	E14 WT cells, D0, biological replicate 2 (ATAC EpiLC); Mus musculus; ATAC-seq	source_name: ES-E14TG2acell line: ES-E14TG2acell type: Embryonic stem cells (murine)tn5 transposase: TDE1 Tn5 transposase (Nextera)genotype: WTtime: D0geo_loc_name: missingcollection_date: missing
